timestamp,event_type,car_id,station_id,detail
2024-01-01 00:06:30.703336,buffer_depth,,ST-04,"{""depth"": 0}"
2024-01-01 00:06:30.703336,car_entry,CAR-00002,ST-04,{}
2024-01-01 00:06:34.538338,buffer_depth,,ST-06,"{""depth"": 0}"
2024-01-01 00:06:34.538338,car_entry,CAR-00000,ST-06,{}
2024-01-01 00:06:35.000000,car_entry,CAR-00005,ST-01,{}
2024-01-01 00:06:41.898552,buffer_depth,,ST-05,"{""depth"": 0}"
2024-01-01 00:06:41.898552,car_entry,CAR-00001,ST-05,{}
2024-01-01 00:07:31.330053,buffer_depth,,ST-04,"{""depth"": 1}"
2024-01-01 00:07:31.330053,car_exit,CAR-00003,ST-03,{}
2024-01-01 00:07:31.779409,buffer_depth,,ST-03,"{""depth"": 1}"
2024-01-01 00:07:31.779409,car_exit,CAR-00004,ST-02,{}
2024-01-01 00:07:34.785273,buffer_depth,,ST-02,"{""depth"": 1}"
2024-01-01 00:07:34.785273,car_exit,CAR-00005,ST-01,{}
2024-01-01 00:07:34.956768,buffer_depth,,ST-07,"{""depth"": 1}"
2024-01-01 00:07:34.956768,car_exit,CAR-00000,ST-06,{}
2024-01-01 00:07:37.551557,buffer_depth,,ST-05,"{""depth"": 1}"
2024-01-01 00:07:37.551557,car_exit,CAR-00002,ST-04,{}
2024-01-01 00:07:46.779409,buffer_depth,,ST-03,"{""depth"": 0}"
2024-01-01 00:07:46.779409,car_entry,CAR-00004,ST-03,{}
2024-01-01 00:07:46.785273,buffer_depth,,ST-02,"{""depth"": 0}"
2024-01-01 00:07:46.785273,car_entry,CAR-00005,ST-02,{}
2024-01-01 00:07:49.330053,buffer_depth,,ST-04,"{""depth"": 0}"
2024-01-01 00:07:49.330053,car_entry,CAR-00003,ST-04,{}
2024-01-01 00:07:49.956768,buffer_depth,,ST-07,"{""depth"": 0}"
2024-01-01 00:07:49.956768,car_entry,CAR-00000,ST-07,{}
2024-01-01 00:07:51.317393,buffer_depth,,ST-06,"{""depth"": 1}"
2024-01-01 00:07:51.317393,car_exit,CAR-00001,ST-05,{}
2024-01-01 00:07:54.000000,car_entry,CAR-00006,ST-01,{}
2024-01-01 00:07:58.551557,buffer_depth,,ST-05,"{""depth"": 0}"
2024-01-01 00:07:58.551557,car_entry,CAR-00002,ST-05,{}
2024-01-01 00:08:03.317393,buffer_depth,,ST-06,"{""depth"": 0}"
2024-01-01 00:08:03.317393,car_entry,CAR-00001,ST-06,{}
2024-01-01 00:08:49.548860,buffer_depth,,ST-03,"{""depth"": 1}"
2024-01-01 00:08:49.548860,car_exit,CAR-00005,ST-02,{}
2024-01-01 00:08:51.564285,buffer_depth,,ST-04,"{""depth"": 1}"
2024-01-01 00:08:51.564285,car_exit,CAR-00004,ST-03,{}
2024-01-01 00:08:53.361177,buffer_depth,,ST-08,"{""depth"": 1}"
2024-01-01 00:08:53.361177,car_exit,CAR-00000,ST-07,{}
2024-01-01 00:08:55.556297,buffer_depth,,ST-02,"{""depth"": 1}"
2024-01-01 00:08:55.556297,car_exit,CAR-00006,ST-01,{}
2024-01-01 00:08:55.789204,buffer_depth,,ST-05,"{""depth"": 1}"
2024-01-01 00:08:55.789204,car_exit,CAR-00003,ST-04,{}
2024-01-01 00:09:02.636497,buffer_depth,,ST-07,"{""depth"": 1}"
2024-01-01 00:09:02.636497,car_exit,CAR-00001,ST-06,{}
2024-01-01 00:09:04.548860,buffer_depth,,ST-03,"{""depth"": 0}"
2024-01-01 00:09:04.548860,car_entry,CAR-00005,ST-03,{}
2024-01-01 00:09:06.118704,buffer_depth,,ST-06,"{""depth"": 1}"
2024-01-01 00:09:06.118704,car_exit,CAR-00002,ST-05,{}
2024-01-01 00:09:07.556297,buffer_depth,,ST-02,"{""depth"": 0}"
2024-01-01 00:09:07.556297,car_entry,CAR-00006,ST-02,{}
2024-01-01 00:09:09.564285,buffer_depth,,ST-04,"{""depth"": 0}"
2024-01-01 00:09:09.564285,car_entry,CAR-00004,ST-04,{}
2024-01-01 00:09:11.361177,buffer_depth,,ST-08,"{""depth"": 0}"
2024-01-01 00:09:11.361177,car_entry,CAR-00000,ST-08,{}
2024-01-01 00:09:13.000000,car_entry,CAR-00007,ST-01,{}
2024-01-01 00:09:16.789204,buffer_depth,,ST-05,"{""depth"": 0}"
2024-01-01 00:09:16.789204,car_entry,CAR-00003,ST-05,{}
2024-01-01 00:09:17.636497,buffer_depth,,ST-07,"{""depth"": 0}"
2024-01-01 00:09:17.636497,car_entry,CAR-00001,ST-07,{}
2024-01-01 00:09:18.118704,buffer_depth,,ST-06,"{""depth"": 0}"
2024-01-01 00:09:18.118704,car_entry,CAR-00002,ST-06,{}
2024-01-01 00:10:08.390271,buffer_depth,,ST-04,"{""depth"": 1}"
2024-01-01 00:10:08.390271,car_exit,CAR-00005,ST-03,{}
2024-01-01 00:10:09.073649,buffer_depth,,ST-03,"{""depth"": 1}"
2024-01-01 00:10:09.073649,car_exit,CAR-00006,ST-02,{}
2024-01-01 00:10:12.576336,buffer_depth,,ST-02,"{""depth"": 1}"
2024-01-01 00:10:12.576336,car_exit,CAR-00007,ST-01,{}
2024-01-01 00:10:14.728750,buffer_depth,,ST-05,"{""depth"": 1}"
2024-01-01 00:10:14.728750,car_exit,CAR-00004,ST-04,{}
2024-01-01 00:10:15.283335,buffer_depth,,ST-09,"{""depth"": 1}"
2024-01-01 00:10:15.283335,car_exit,CAR-00000,ST-08,{}
2024-01-01 00:10:17.444482,buffer_depth,,ST-07,"{""depth"": 1}"
2024-01-01 00:10:17.444482,car_exit,CAR-00002,ST-06,{}
2024-01-01 00:10:18.754886,buffer_depth,,ST-08,"{""depth"": 1}"
2024-01-01 00:10:18.754886,car_exit,CAR-00001,ST-07,{}
2024-01-01 00:10:24.073649,buffer_depth,,ST-03,"{""depth"": 0}"
2024-01-01 00:10:24.073649,car_entry,CAR-00006,ST-03,{}
2024-01-01 00:10:24.576336,buffer_depth,,ST-02,"{""depth"": 0}"
2024-01-01 00:10:24.576336,car_entry,CAR-00007,ST-02,{}
2024-01-01 00:10:26.390271,buffer_depth,,ST-04,"{""depth"": 0}"
2024-01-01 00:10:26.390271,car_entry,CAR-00005,ST-04,{}
2024-01-01 00:10:26.791493,buffer_depth,,ST-06,"{""depth"": 1}"
2024-01-01 00:10:26.791493,car_exit,CAR-00003,ST-05,{}
2024-01-01 00:10:32.000000,car_entry,CAR-00008,ST-01,{}
2024-01-01 00:10:32.444482,buffer_depth,,ST-07,"{""depth"": 0}"
2024-01-01 00:10:32.444482,car_entry,CAR-00002,ST-07,{}
2024-01-01 00:10:35.728750,buffer_depth,,ST-05,"{""depth"": 0}"
2024-01-01 00:10:35.728750,car_entry,CAR-00004,ST-05,{}
2024-01-01 00:10:36.283335,buffer_depth,,ST-09,"{""depth"": 0}"
2024-01-01 00:10:36.283335,car_entry,CAR-00000,ST-09,{}
2024-01-01 00:10:36.754886,buffer_depth,,ST-08,"{""depth"": 0}"
2024-01-01 00:10:36.754886,car_entry,CAR-00001,ST-08,{}
2024-01-01 00:10:38.791493,buffer_depth,,ST-06,"{""depth"": 0}"
2024-01-01 00:10:38.791493,car_entry,CAR-00003,ST-06,{}
2024-01-01 00:11:27.269044,buffer_depth,,ST-03,"{""depth"": 1}"
2024-01-01 00:11:27.269044,car_exit,CAR-00007,ST-02,{}
2024-01-01 00:11:29.887281,buffer_depth,,ST-04,"{""depth"": 1}"
2024-01-01 00:11:29.887281,car_exit,CAR-00006,ST-03,{}
2024-01-01 00:11:32.108287,buffer_depth,,ST-02,"{""depth"": 1}"
2024-01-01 00:11:32.108287,car_exit,CAR-00008,ST-01,{}
2024-01-01 00:11:33.126886,buffer_depth,,ST-05,"{""depth"": 1}"
2024-01-01 00:11:33.126886,car_exit,CAR-00005,ST-04,{}
2024-01-01 00:11:35.811602,buffer_depth,,ST-08,"{""depth"": 1}"
2024-01-01 00:11:35.811602,car_exit,CAR-00002,ST-07,{}
2024-01-01 00:11:37.442819,buffer_depth,,ST-07,"{""depth"": 1}"
2024-01-01 00:11:37.442819,car_exit,CAR-00003,ST-06,{}
2024-01-01 00:11:40.961224,buffer_depth,,ST-09,"{""depth"": 1}"
2024-01-01 00:11:40.961224,car_exit,CAR-00001,ST-08,{}
2024-01-01 00:11:42.269044,buffer_depth,,ST-03,"{""depth"": 0}"
2024-01-01 00:11:42.269044,car_entry,CAR-00007,ST-03,{}
2024-01-01 00:11:42.590953,buffer_depth,,ST-06,"{""depth"": 1}"
2024-01-01 00:11:42.590953,car_exit,CAR-00004,ST-05,{}
2024-01-01 00:11:43.334341,buffer_depth,,ST-10,"{""depth"": 1}"
2024-01-01 00:11:43.334341,car_exit,CAR-00000,ST-09,{}
2024-01-01 00:11:44.108287,buffer_depth,,ST-02,"{""depth"": 0}"
2024-01-01 00:11:44.108287,car_entry,CAR-00008,ST-02,{}
2024-01-01 00:11:47.887281,buffer_depth,,ST-04,"{""depth"": 0}"
2024-01-01 00:11:47.887281,car_entry,CAR-00006,ST-04,{}
2024-01-01 00:11:51.000000,car_entry,CAR-00009,ST-01,{}
2024-01-01 00:11:52.442819,buffer_depth,,ST-07,"{""depth"": 0}"
2024-01-01 00:11:52.442819,car_entry,CAR-00003,ST-07,{}
2024-01-01 00:11:53.811602,buffer_depth,,ST-08,"{""depth"": 0}"
2024-01-01 00:11:53.811602,car_entry,CAR-00002,ST-08,{}
2024-01-01 00:11:54.126886,buffer_depth,,ST-05,"{""depth"": 0}"
2024-01-01 00:11:54.126886,car_entry,CAR-00005,ST-05,{}
2024-01-01 00:11:54.590953,buffer_depth,,ST-06,"{""depth"": 0}"
2024-01-01 00:11:54.590953,car_entry,CAR-00004,ST-06,{}
2024-01-01 00:11:55.334341,buffer_depth,,ST-10,"{""depth"": 0}"
2024-01-01 00:11:55.334341,car_entry,CAR-00000,ST-10,{}
2024-01-01 00:12:01.961224,buffer_depth,,ST-09,"{""depth"": 0}"
2024-01-01 00:12:01.961224,car_entry,CAR-00001,ST-09,{}
2024-01-01 00:12:46.489918,buffer_depth,,ST-04,"{""depth"": 1}"
2024-01-01 00:12:46.489918,car_exit,CAR-00007,ST-03,{}
2024-01-01 00:12:46.802130,buffer_depth,,ST-03,"{""depth"": 1}"
2024-01-01 00:12:46.802130,car_exit,CAR-00008,ST-02,{}
2024-01-01 00:12:49.457079,buffer_depth,,ST-02,"{""depth"": 1}"
2024-01-01 00:12:49.457079,car_exit,CAR-00009,ST-01,{}
2024-01-01 00:12:53.855974,buffer_depth,,ST-05,"{""depth"": 1}"
2024-01-01 00:12:53.855974,car_exit,CAR-00006,ST-04,{}
2024-01-01 00:12:54.136016,buffer_depth,,ST-08,"{""depth"": 1}"
2024-01-01 00:12:54.136016,car_exit,CAR-00003,ST-07,{}
2024-01-01 00:12:55.502147,buffer_depth,,ST-07,"{""depth"": 1}"
2024-01-01 00:12:55.502147,car_exit,CAR-00004,ST-06,{}
2024-01-01 00:12:58.393882,buffer_depth,,ST-09,"{""depth"": 1}"
2024-01-01 00:12:58.393882,car_exit,CAR-00002,ST-08,{}
2024-01-01 00:13:01.457079,buffer_depth,,ST-02,"{""depth"": 0}"
2024-01-01 00:13:01.457079,car_entry,CAR-00009,ST-02,{}
2024-01-01 00:13:01.802130,buffer_depth,,ST-03,"{""depth"": 0}"
2024-01-01 00:13:01.802130,car_entry,CAR-00008,ST-03,{}
2024-01-01 00:13:02.191501,buffer_depth,,ST-06,"{""depth"": 1}"
2024-01-01 00:13:02.191501,car_exit,CAR-00005,ST-05,{}
2024-01-01 00:13:04.300246,buffer_depth,,ST-11,"{""depth"": 1}"
2024-01-01 00:13:04.300246,car_exit,CAR-00000,ST-10,{}
2024-01-01 00:13:04.489918,buffer_depth,,ST-04,"{""depth"": 0}"
2024-01-01 00:13:04.489918,car_entry,CAR-00007,ST-04,{}
2024-01-01 00:13:08.204303,buffer_depth,,ST-10,"{""depth"": 1}"
2024-01-01 00:13:08.204303,car_exit,CAR-00001,ST-09,{}
2024-01-01 00:13:10.000000,car_entry,CAR-00010,ST-01,{}
2024-01-01 00:13:10.502147,buffer_depth,,ST-07,"{""depth"": 0}"
2024-01-01 00:13:10.502147,car_entry,CAR-00004,ST-07,{}
2024-01-01 00:13:12.136016,buffer_depth,,ST-08,"{""depth"": 0}"
2024-01-01 00:13:12.136016,car_entry,CAR-00003,ST-08,{}
2024-01-01 00:13:14.191501,buffer_depth,,ST-06,"{""depth"": 0}"
2024-01-01 00:13:14.191501,car_entry,CAR-00005,ST-06,{}
2024-01-01 00:13:14.855974,buffer_depth,,ST-05,"{""depth"": 0}"
2024-01-01 00:13:14.855974,car_entry,CAR-00006,ST-05,{}
2024-01-01 00:13:19.300246,buffer_depth,,ST-11,"{""depth"": 0}"
2024-01-01 00:13:19.300246,car_entry,CAR-00000,ST-11,{}
2024-01-01 00:13:19.393882,buffer_depth,,ST-09,"{""depth"": 0}"
2024-01-01 00:13:19.393882,car_entry,CAR-00002,ST-09,{}
2024-01-01 00:13:20.204303,buffer_depth,,ST-10,"{""depth"": 0}"
2024-01-01 00:13:20.204303,car_entry,CAR-00001,ST-10,{}
2024-01-01 00:14:03.151048,buffer_depth,,ST-03,"{""depth"": 1}"
2024-01-01 00:14:03.151048,car_exit,CAR-00009,ST-02,{}
2024-01-01 00:14:04.515445,buffer_depth,,ST-04,"{""depth"": 1}"
2024-01-01 00:14:04.515445,car_exit,CAR-00008,ST-03,{}
2024-01-01 00:14:09.106515,buffer_depth,,ST-02,"{""depth"": 1}"
2024-01-01 00:14:09.106515,car_exit,CAR-00010,ST-01,{}
2024-01-01 00:14:10.531990,buffer_depth,,ST-08,"{""depth"": 1}"
2024-01-01 00:14:10.531990,car_exit,CAR-00004,ST-07,{}
2024-01-01 00:14:12.727895,buffer_depth,,ST-05,"{""depth"": 1}"
2024-01-01 00:14:12.727895,car_exit,CAR-00007,ST-04,{}
2024-01-01 00:14:15.101292,buffer_depth,,ST-07,"{""depth"": 1}"
2024-01-01 00:14:15.101292,car_exit,CAR-00005,ST-06,{}
2024-01-01 00:14:17.150828,buffer_depth,,ST-12,"{""depth"": 1}"
2024-01-01 00:14:17.150828,car_exit,CAR-00000,ST-11,{}
2024-01-01 00:14:17.475923,buffer_depth,,ST-09,"{""depth"": 1}"
2024-01-01 00:14:17.475923,car_exit,CAR-00003,ST-08,{}
2024-01-01 00:14:18.151048,buffer_depth,,ST-03,"{""depth"": 0}"
2024-01-01 00:14:18.151048,car_entry,CAR-00009,ST-03,{}
2024-01-01 00:14:21.106515,buffer_depth,,ST-02,"{""depth"": 0}"
2024-01-01 00:14:21.106515,car_entry,CAR-00010,ST-02,{}
2024-01-01 00:14:21.122986,buffer_depth,,ST-06,"{""depth"": 1}"
2024-01-01 00:14:21.122986,car_exit,CAR-00006,ST-05,{}
2024-01-01 00:14:22.515445,buffer_depth,,ST-04,"{""depth"": 0}"
2024-01-01 00:14:22.515445,car_entry,CAR-00008,ST-04,{}
2024-01-01 00:14:26.514041,buffer_depth,,ST-11,"{""depth"": 1}"
2024-01-01 00:14:26.514041,car_exit,CAR-00001,ST-10,{}
2024-01-01 00:14:27.287916,buffer_depth,,ST-10,"{""depth"": 1}"
2024-01-01 00:14:27.287916,car_exit,CAR-00002,ST-09,{}
2024-01-01 00:14:28.531990,buffer_depth,,ST-08,"{""depth"": 0}"
2024-01-01 00:14:28.531990,car_entry,CAR-00004,ST-08,{}
2024-01-01 00:14:29.000000,car_entry,CAR-00011,ST-01,{}
2024-01-01 00:14:30.101292,buffer_depth,,ST-07,"{""depth"": 0}"
2024-01-01 00:14:30.101292,car_entry,CAR-00005,ST-07,{}
2024-01-01 00:14:33.122986,buffer_depth,,ST-06,"{""depth"": 0}"
2024-01-01 00:14:33.122986,car_entry,CAR-00006,ST-06,{}
2024-01-01 00:14:33.727895,buffer_depth,,ST-05,"{""depth"": 0}"
2024-01-01 00:14:33.727895,car_entry,CAR-00007,ST-05,{}
2024-01-01 00:14:35.150828,buffer_depth,,ST-12,"{""depth"": 0}"
2024-01-01 00:14:35.150828,car_entry,CAR-00000,ST-12,{}
2024-01-01 00:14:38.475923,buffer_depth,,ST-09,"{""depth"": 0}"
2024-01-01 00:14:38.475923,car_entry,CAR-00003,ST-09,{}
2024-01-01 00:14:39.287916,buffer_depth,,ST-10,"{""depth"": 0}"
2024-01-01 00:14:39.287916,car_entry,CAR-00002,ST-10,{}
2024-01-01 00:14:41.514041,buffer_depth,,ST-11,"{""depth"": 0}"
2024-01-01 00:14:41.514041,car_entry,CAR-00001,ST-11,{}
2024-01-01 00:15:22.689796,buffer_depth,,ST-03,"{""depth"": 1}"
2024-01-01 00:15:22.689796,car_exit,CAR-00010,ST-02,{}
2024-01-01 00:15:24.392252,buffer_depth,,ST-04,"{""depth"": 1}"
2024-01-01 00:15:24.392252,car_exit,CAR-00009,ST-03,{}
2024-01-01 00:15:28.989810,buffer_depth,,ST-02,"{""depth"": 1}"
2024-01-01 00:15:28.989810,car_exit,CAR-00011,ST-01,{}
2024-01-01 00:15:29.763099,buffer_depth,,ST-05,"{""depth"": 1}"
2024-01-01 00:15:29.763099,car_exit,CAR-00008,ST-04,{}
2024-01-01 00:15:30.920883,buffer_depth,,ST-07,"{""depth"": 1}"
2024-01-01 00:15:30.920883,car_exit,CAR-00006,ST-06,{}
2024-01-01 00:15:31.952049,buffer_depth,,ST-09,"{""depth"": 1}"
2024-01-01 00:15:31.952049,car_exit,CAR-00004,ST-08,{}
2024-01-01 00:15:32.716416,buffer_depth,,ST-08,"{""depth"": 1}"
2024-01-01 00:15:32.716416,car_exit,CAR-00005,ST-07,{}
2024-01-01 00:15:37.689796,buffer_depth,,ST-03,"{""depth"": 0}"
2024-01-01 00:15:37.689796,car_entry,CAR-00010,ST-03,{}
2024-01-01 00:15:37.723173,buffer_depth,,ST-13,"{""depth"": 1}"
2024-01-01 00:15:37.723173,car_exit,CAR-00000,ST-12,{}
2024-01-01 00:15:40.989810,buffer_depth,,ST-02,"{""depth"": 0}"
2024-01-01 00:15:40.989810,car_entry,CAR-00011,ST-02,{}
2024-01-01 00:15:41.881153,buffer_depth,,ST-06,"{""depth"": 1}"
2024-01-01 00:15:41.881153,car_exit,CAR-00007,ST-05,{}
2024-01-01 00:15:42.080670,buffer_depth,,ST-12,"{""depth"": 1}"
2024-01-01 00:15:42.080670,car_exit,CAR-00001,ST-11,{}
2024-01-01 00:15:42.392252,buffer_depth,,ST-04,"{""depth"": 0}"
2024-01-01 00:15:42.392252,car_entry,CAR-00009,ST-04,{}
2024-01-01 00:15:45.839066,buffer_depth,,ST-10,"{""depth"": 1}"
2024-01-01 00:15:45.839066,car_exit,CAR-00003,ST-09,{}
2024-01-01 00:15:45.920883,buffer_depth,,ST-07,"{""depth"": 0}"
2024-01-01 00:15:45.920883,car_entry,CAR-00006,ST-07,{}
2024-01-01 00:15:46.898847,buffer_depth,,ST-11,"{""depth"": 1}"
2024-01-01 00:15:46.898847,car_exit,CAR-00002,ST-10,{}
2024-01-01 00:15:48.000000,car_entry,CAR-00012,ST-01,{}
2024-01-01 00:15:50.716416,buffer_depth,,ST-08,"{""depth"": 0}"
2024-01-01 00:15:50.716416,car_entry,CAR-00005,ST-08,{}
2024-01-01 00:15:50.763099,buffer_depth,,ST-05,"{""depth"": 0}"
2024-01-01 00:15:50.763099,car_entry,CAR-00008,ST-05,{}
2024-01-01 00:15:52.952049,buffer_depth,,ST-09,"{""depth"": 0}"
2024-01-01 00:15:52.952049,car_entry,CAR-00004,ST-09,{}
2024-01-01 00:15:53.881153,buffer_depth,,ST-06,"{""depth"": 0}"
2024-01-01 00:15:53.881153,car_entry,CAR-00007,ST-06,{}
2024-01-01 00:15:57.839066,buffer_depth,,ST-10,"{""depth"": 0}"
2024-01-01 00:15:57.839066,car_entry,CAR-00003,ST-10,{}
2024-01-01 00:15:58.723173,buffer_depth,,ST-13,"{""depth"": 0}"
2024-01-01 00:15:58.723173,car_entry,CAR-00000,ST-13,{}
2024-01-01 00:16:00.080670,buffer_depth,,ST-12,"{""depth"": 0}"
2024-01-01 00:16:00.080670,car_entry,CAR-00001,ST-12,{}
2024-01-01 00:16:01.898847,buffer_depth,,ST-11,"{""depth"": 0}"
2024-01-01 00:16:01.898847,car_entry,CAR-00002,ST-11,{}
2024-01-01 00:16:42.162535,buffer_depth,,ST-03,"{""depth"": 1}"
2024-01-01 00:16:42.162535,car_exit,CAR-00011,ST-02,{}
2024-01-01 00:16:42.572429,buffer_depth,,ST-04,"{""depth"": 1}"
2024-01-01 00:16:42.572429,car_exit,CAR-00010,ST-03,{}
2024-01-01 00:16:48.942568,buffer_depth,,ST-02,"{""depth"": 1}"
2024-01-01 00:16:48.942568,car_exit,CAR-00012,ST-01,{}
2024-01-01 00:16:49.164704,buffer_depth,,ST-05,"{""depth"": 1}"
2024-01-01 00:16:49.164704,car_exit,CAR-00009,ST-04,{}
2024-01-01 00:16:50.471713,buffer_depth,,ST-08,"{""depth"": 1}"
2024-01-01 00:16:50.471713,car_exit,CAR-00006,ST-07,{}
2024-01-01 00:16:53.130272,buffer_depth,,ST-07,"{""depth"": 1}"
2024-01-01 00:16:53.130272,car_exit,CAR-00007,ST-06,{}
2024-01-01 00:16:56.211328,buffer_depth,,ST-10,"{""depth"": 1}"
2024-01-01 00:16:56.211328,car_exit,CAR-00004,ST-09,{}
2024-01-01 00:16:56.521824,buffer_depth,,ST-09,"{""depth"": 1}"
2024-01-01 00:16:56.521824,car_exit,CAR-00005,ST-08,{}
2024-01-01 00:16:57.162535,buffer_depth,,ST-03,"{""depth"": 0}"
2024-01-01 00:16:57.162535,car_entry,CAR-00011,ST-03,{}
2024-01-01 00:16:58.170286,buffer_depth,,ST-06,"{""depth"": 1}"
2024-01-01 00:16:58.170286,car_exit,CAR-00008,ST-05,{}
2024-01-01 00:17:00.572429,buffer_depth,,ST-04,"{""depth"": 0}"
2024-01-01 00:17:00.572429,car_entry,CAR-00010,ST-04,{}
2024-01-01 00:17:00.942568,buffer_depth,,ST-02,"{""depth"": 0}"
2024-01-01 00:17:00.942568,car_entry,CAR-00012,ST-02,{}
2024-01-01 00:17:01.443000,buffer_depth,,ST-12,"{""depth"": 1}"
2024-01-01 00:17:01.443000,car_exit,CAR-00002,ST-11,{}
2024-01-01 00:17:02.507599,buffer_depth,,ST-13,"{""depth"": 1}"
2024-01-01 00:17:02.507599,car_exit,CAR-00001,ST-12,{}
2024-01-01 00:17:03.352098,buffer_depth,,ST-14,"{""depth"": 1}"
2024-01-01 00:17:03.352098,car_exit,CAR-00000,ST-13,{}
2024-01-01 00:17:07.000000,car_entry,CAR-00013,ST-01,{}
