timestamp,car_id,station_id,result,defect_type
2024-01-01 01:04:43.052944,CAR-00034,ST-16,pass,
2024-01-01 01:04:55.611094,CAR-00008,ST-42,pass,
2024-01-01 01:04:57.538664,CAR-00022,ST-26,pass,
2024-01-01 01:06:02.403098,CAR-00009,ST-42,pass,
2024-01-01 01:06:07.696181,CAR-00035,ST-16,pass,
2024-01-01 01:06:16.400567,CAR-00023,ST-26,pass,
2024-01-01 01:07:10.067752,CAR-00010,ST-42,pass,
2024-01-01 01:07:31.770772,CAR-00036,ST-16,pass,
2024-01-01 01:07:32.578799,CAR-00024,ST-26,pass,
2024-01-01 01:08:44.303404,CAR-00011,ST-42,pass,
2024-01-01 01:08:50.104947,CAR-00037,ST-16,pass,
2024-01-01 01:08:57.157879,CAR-00025,ST-26,pass,
2024-01-01 01:09:59.727832,CAR-00012,ST-42,pass,
2024-01-01 01:10:06.337966,CAR-00038,ST-16,pass,
2024-01-01 01:10:10.642021,CAR-00026,ST-26,pass,
2024-01-01 01:11:04.254674,CAR-00013,ST-42,pass,
2024-01-01 01:11:15.213008,CAR-00039,ST-16,pass,
2024-01-01 01:11:22.821127,CAR-00027,ST-26,pass,
2024-01-01 01:12:38.193272,CAR-00040,ST-16,pass,
2024-01-01 01:12:41.802267,CAR-00014,ST-42,pass,
2024-01-01 01:12:53.509738,CAR-00028,ST-26,pass,
2024-01-01 01:13:53.904171,CAR-00041,ST-16,pass,
2024-01-01 01:14:04.516577,CAR-00015,ST-42,pass,
2024-01-01 01:14:08.869889,CAR-00029,ST-26,pass,
2024-01-01 01:14:59.235464,CAR-00016,ST-42,pass,
2024-01-01 01:15:17.894684,CAR-00030,ST-26,pass,
2024-01-01 01:15:21.239919,CAR-00042,ST-16,pass,
2024-01-01 01:16:22.079267,CAR-00017,ST-42,pass,
2024-01-01 01:16:33.464838,CAR-00043,ST-16,pass,
2024-01-01 01:16:40.712404,CAR-00031,ST-26,pass,
2024-01-01 01:17:44.356361,CAR-00032,ST-26,pass,
2024-01-01 01:17:52.357040,CAR-00044,ST-16,pass,
2024-01-01 01:17:57.378343,CAR-00018,ST-42,pass,
2024-01-01 01:19:08.766810,CAR-00045,ST-16,pass,
2024-01-01 01:19:14.253494,CAR-00019,ST-42,pass,
2024-01-01 01:19:19.066638,CAR-00033,ST-26,pass,
2024-01-01 01:20:31.391397,CAR-00020,ST-42,pass,
2024-01-01 01:20:31.649574,CAR-00034,ST-26,pass,
2024-01-01 01:20:33.529941,CAR-00046,ST-16,pass,
2024-01-01 01:21:49.533683,CAR-00021,ST-42,pass,
2024-01-01 01:21:56.857465,CAR-00047,ST-16,pass,
2024-01-01 01:22:03.335066,CAR-00035,ST-26,pass,
2024-01-01 01:23:06.001529,CAR-00048,ST-16,pass,
2024-01-01 01:23:17.871089,CAR-00036,ST-26,pass,
2024-01-01 01:23:18.982183,CAR-00022,ST-42,pass,
2024-01-01 01:24:32.000331,CAR-00023,ST-42,pass,
2024-01-01 01:24:36.260809,CAR-00049,ST-16,pass,
2024-01-01 01:24:41.946960,CAR-00037,ST-26,pass,
2024-01-01 01:25:44.012602,CAR-00024,ST-42,pass,
2024-01-01 01:25:54.707222,CAR-00050,ST-16,pass,
2024-01-01 01:25:57.229360,CAR-00038,ST-26,pass,
2024-01-01 01:27:08.807194,CAR-00051,ST-16,pass,
2024-01-01 01:27:09.820960,CAR-00039,ST-26,pass,
2024-01-01 01:27:13.789867,CAR-00025,ST-42,pass,
2024-01-01 01:28:21.598647,CAR-00026,ST-42,pass,
2024-01-01 01:28:28.388981,CAR-00052,ST-16,pass,
2024-01-01 01:28:34.523964,CAR-00040,ST-26,pass,
2024-01-01 01:29:35.432064,CAR-00027,ST-42,pass,
2024-01-01 01:29:41.610502,CAR-00041,ST-26,pass,
2024-01-01 01:29:46.833690,CAR-00053,ST-16,pass,
2024-01-01 01:31:08.092746,CAR-00054,ST-16,pass,
2024-01-01 01:31:10.020587,CAR-00028,ST-42,pass,
2024-01-01 01:31:11.844167,CAR-00042,ST-26,pass,
2024-01-01 01:32:19.215820,CAR-00029,ST-42,pass,
2024-01-01 01:32:24.684745,CAR-00043,ST-26,pass,
2024-01-01 01:32:32.702768,CAR-00055,ST-16,pass,
2024-01-01 01:33:35.368079,CAR-00030,ST-42,pass,
2024-01-01 01:33:37.847595,CAR-00044,ST-26,pass,
2024-01-01 01:33:43.580085,CAR-00056,ST-16,pass,
2024-01-01 01:34:52.575618,CAR-00031,ST-42,pass,
2024-01-01 01:35:02.329382,CAR-00045,ST-26,pass,
2024-01-01 01:35:09.662958,CAR-00057,ST-16,pass,
2024-01-01 01:35:59.335042,CAR-00032,ST-42,pass,
2024-01-01 01:36:19.852729,CAR-00046,ST-26,pass,
2024-01-01 01:36:26.588028,CAR-00058,ST-16,pass,
2024-01-01 01:37:32.420538,CAR-00033,ST-42,pass,
2024-01-01 01:37:39.626236,CAR-00047,ST-26,pass,
2024-01-01 01:37:40.823528,CAR-00059,ST-16,pass,
2024-01-01 01:38:51.282364,CAR-00034,ST-42,pass,
2024-01-01 01:38:57.118666,CAR-00060,ST-16,pass,
2024-01-01 01:38:57.583156,CAR-00048,ST-26,pass,
2024-01-01 01:40:17.883596,CAR-00061,ST-16,pass,
2024-01-01 01:40:19.441648,CAR-00035,ST-42,pass,
2024-01-01 01:40:28.874589,CAR-00049,ST-26,pass,
2024-01-01 01:41:38.392670,CAR-00036,ST-42,pass,
2024-01-01 01:41:44.201777,CAR-00062,ST-16,pass,
2024-01-01 01:41:46.612123,CAR-00050,ST-26,pass,
2024-01-01 01:42:56.728293,CAR-00037,ST-42,pass,
2024-01-01 01:43:00.555265,CAR-00051,ST-26,pass,
2024-01-01 01:43:01.481836,CAR-00063,ST-16,pass,
2024-01-01 01:44:15.282456,CAR-00038,ST-42,pass,
2024-01-01 01:44:19.594124,CAR-00052,ST-26,pass,
2024-01-01 01:44:29.167441,CAR-00064,ST-16,pass,
2024-01-01 01:45:21.001623,CAR-00039,ST-42,pass,
2024-01-01 01:45:35.534795,CAR-00053,ST-26,pass,
2024-01-01 01:45:40.906567,CAR-00065,ST-16,pass,
2024-01-01 01:46:51.565089,CAR-00040,ST-42,pass,
2024-01-01 01:46:55.070097,CAR-00054,ST-26,pass,
2024-01-01 01:46:57.681447,CAR-00066,ST-16,pass,
2024-01-01 01:47:55.878642,CAR-00041,ST-42,pass,
2024-01-01 01:48:23.073574,CAR-00055,ST-26,pass,
2024-01-01 01:48:28.619685,CAR-00067,ST-16,pass,
2024-01-01 01:49:25.193899,CAR-00042,ST-42,pass,
2024-01-01 01:49:37.806340,CAR-00068,ST-16,pass,
2024-01-01 01:49:39.735961,CAR-00056,ST-26,pass,
2024-01-01 01:50:40.716584,CAR-00043,ST-42,pass,
2024-01-01 01:50:57.689150,CAR-00069,ST-16,pass,
2024-01-01 01:51:01.966371,CAR-00057,ST-26,pass,
2024-01-01 01:51:48.968796,CAR-00044,ST-42,pass,
2024-01-01 01:52:10.606954,CAR-00070,ST-16,pass,
2024-01-01 01:52:16.070179,CAR-00058,ST-26,pass,
2024-01-01 01:53:14.198083,CAR-00045,ST-42,pass,
2024-01-01 01:53:30.120796,CAR-00071,ST-16,pass,
2024-01-01 01:53:33.198550,CAR-00059,ST-26,pass,
2024-01-01 01:54:20.926535,CAR-00046,ST-42,pass,
2024-01-01 01:54:54.561951,CAR-00060,ST-26,pass,
2024-01-01 01:54:57.295555,CAR-00072,ST-16,pass,
2024-01-01 01:56:02.117863,CAR-00047,ST-42,pass,
2024-01-01 01:56:04.751478,CAR-00061,ST-26,pass,
2024-01-01 01:56:18.164790,CAR-00073,ST-16,pass,
2024-01-01 01:57:15.000310,CAR-00048,ST-42,pass,
2024-01-01 01:57:27.854005,CAR-00074,ST-16,pass,
2024-01-01 01:57:43.608919,CAR-00062,ST-26,pass,
2024-01-01 01:58:46.301509,CAR-00049,ST-42,pass,
2024-01-01 01:58:46.583830,CAR-00063,ST-26,pass,
2024-01-01 01:58:53.339756,CAR-00075,ST-16,fail,material_quality
2024-01-01 02:00:02.217250,CAR-00050,ST-42,fail,torque_drift
2024-01-01 02:00:14.131650,CAR-00076,ST-16,pass,
2024-01-01 02:00:21.683650,CAR-00064,ST-26,pass,
2024-01-01 02:01:20.738986,CAR-00051,ST-42,fail,torque_drift
2024-01-01 02:01:31.188763,CAR-00065,ST-26,pass,
2024-01-01 02:01:32.252590,CAR-00077,ST-16,pass,
2024-01-01 02:02:38.262924,CAR-00052,ST-42,fail,torque_drift
2024-01-01 02:02:43.618879,CAR-00078,ST-16,pass,
2024-01-01 02:02:49.362525,CAR-00066,ST-26,pass,
2024-01-01 02:03:56.507935,CAR-00053,ST-42,fail,torque_drift
2024-01-01 02:04:04.456877,CAR-00079,ST-16,pass,
2024-01-01 02:04:24.993498,CAR-00067,ST-26,pass,
2024-01-01 02:05:09.631321,CAR-00054,ST-42,fail,torque_drift
2024-01-01 02:05:16.829292,CAR-00080,ST-16,pass,
2024-01-01 02:05:32.606107,CAR-00068,ST-26,fail,material_quality
2024-01-01 02:06:38.651574,CAR-00081,ST-16,pass,
2024-01-01 02:06:38.881416,CAR-00055,ST-42,fail,torque_drift
2024-01-01 02:06:39.402473,CAR-00069,ST-26,pass,
2024-01-01 02:07:51.523187,CAR-00070,ST-26,pass,
2024-01-01 02:07:54.900051,CAR-00056,ST-42,fail,torque_drift
2024-01-01 02:07:58.480677,CAR-00082,ST-16,pass,
2024-01-01 02:09:21.329703,CAR-00057,ST-42,fail,torque_drift
2024-01-01 02:09:24.739741,CAR-00071,ST-26,pass,
2024-01-01 02:09:26.103132,CAR-00083,ST-16,pass,
2024-01-01 02:10:34.316216,CAR-00058,ST-42,fail,torque_drift
2024-01-01 02:10:41.119830,CAR-00084,ST-16,pass,
2024-01-01 02:10:52.929423,CAR-00072,ST-26,pass,
2024-01-01 02:11:50.345393,CAR-00059,ST-42,fail,torque_drift
2024-01-01 02:11:53.369258,CAR-00085,ST-16,pass,
2024-01-01 02:12:02.570901,CAR-00073,ST-26,pass,
2024-01-01 02:13:03.914238,CAR-00060,ST-42,fail,torque_drift
2024-01-01 02:13:17.525247,CAR-00086,ST-16,pass,
2024-01-01 02:13:19.654326,CAR-00074,ST-26,pass,
2024-01-01 02:14:21.158317,CAR-00061,ST-42,fail,torque_drift
2024-01-01 02:14:38.739184,CAR-00087,ST-16,pass,
2024-01-01 02:14:49.469124,CAR-00075,ST-26,pass,
2024-01-01 02:15:55.369799,CAR-00076,ST-26,pass,
2024-01-01 02:15:56.320229,CAR-00088,ST-16,pass,
2024-01-01 02:16:01.401135,CAR-00062,ST-42,fail,torque_drift
2024-01-01 02:16:57.863274,CAR-00063,ST-42,fail,torque_drift
2024-01-01 02:17:19.180615,CAR-00089,ST-16,pass,
2024-01-01 02:17:21.555719,CAR-00077,ST-26,pass,
2024-01-01 02:18:33.717439,CAR-00078,ST-26,pass,
2024-01-01 02:18:36.773407,CAR-00064,ST-42,fail,torque_drift
2024-01-01 02:18:39.708510,CAR-00090,ST-16,pass,
2024-01-01 02:19:50.781314,CAR-00065,ST-42,fail,torque_drift
2024-01-01 02:19:53.019890,CAR-00079,ST-26,pass,
2024-01-01 02:19:53.292268,CAR-00091,ST-16,pass,
2024-01-01 02:21:08.362958,CAR-00066,ST-42,fail,torque_drift
2024-01-01 02:21:14.146728,CAR-00092,ST-16,pass,
2024-01-01 02:21:15.299770,CAR-00080,ST-26,pass,
2024-01-01 02:22:25.726127,CAR-00081,ST-26,pass,
2024-01-01 02:22:30.657780,CAR-00093,ST-16,pass,
2024-01-01 02:22:39.586444,CAR-00067,ST-42,fail,torque_drift
2024-01-01 02:23:41.663080,CAR-00068,ST-42,fail,torque_drift
2024-01-01 02:23:51.188167,CAR-00094,ST-16,pass,
2024-01-01 02:23:51.503630,CAR-00082,ST-26,pass,
2024-01-01 02:24:47.902157,CAR-00069,ST-42,fail,torque_drift
2024-01-01 02:25:07.208704,CAR-00083,ST-26,pass,
2024-01-01 02:25:14.988822,CAR-00095,ST-16,pass,
2024-01-01 02:26:01.918177,CAR-00070,ST-42,fail,torque_drift
2024-01-01 02:26:24.647571,CAR-00096,ST-16,pass,
2024-01-01 02:26:35.061236,CAR-00084,ST-26,pass,
2024-01-01 02:27:43.066844,CAR-00097,ST-16,pass,
2024-01-01 02:27:43.228750,CAR-00071,ST-42,fail,torque_drift
2024-01-01 02:27:50.363240,CAR-00085,ST-26,pass,
2024-01-01 02:29:06.152996,CAR-00072,ST-42,fail,torque_drift
2024-01-01 02:29:14.658019,CAR-00098,ST-16,pass,
2024-01-01 02:29:19.821593,CAR-00086,ST-26,pass,
2024-01-01 02:30:20.313180,CAR-00073,ST-42,fail,torque_drift
2024-01-01 02:30:25.031653,CAR-00087,ST-26,pass,
2024-01-01 02:30:26.360106,CAR-00099,ST-16,pass,
2024-01-01 02:31:35.067939,CAR-00074,ST-42,fail,torque_drift
2024-01-01 02:31:41.282005,CAR-00100,ST-16,pass,
2024-01-01 02:31:49.650399,CAR-00088,ST-26,pass,
2024-01-01 02:33:02.413098,CAR-00101,ST-16,pass,
2024-01-01 02:33:06.598337,CAR-00089,ST-26,pass,
2024-01-01 02:33:08.881696,CAR-00075,ST-42,fail,torque_drift
2024-01-01 02:34:07.578941,CAR-00076,ST-42,fail,torque_drift
2024-01-01 02:34:29.622875,CAR-00102,ST-16,pass,
2024-01-01 02:34:34.213610,CAR-00090,ST-26,pass,
2024-01-01 02:35:36.638170,CAR-00103,ST-16,pass,
2024-01-01 02:35:47.532144,CAR-00091,ST-26,pass,
2024-01-01 02:35:49.351735,CAR-00077,ST-42,fail,torque_drift
2024-01-01 02:36:46.186336,CAR-00078,ST-42,fail,torque_drift
2024-01-01 02:36:55.829431,CAR-00104,ST-16,pass,
2024-01-01 02:37:04.096776,CAR-00092,ST-26,pass,
2024-01-01 02:38:07.377719,CAR-00079,ST-42,fail,torque_drift
2024-01-01 02:38:10.007090,CAR-00105,ST-16,pass,
2024-01-01 02:38:24.472655,CAR-00093,ST-26,pass,
2024-01-01 02:39:34.748080,CAR-00080,ST-42,pass,
2024-01-01 02:39:34.757850,CAR-00106,ST-16,pass,
2024-01-01 02:39:37.030045,CAR-00094,ST-26,pass,
2024-01-01 02:40:38.035270,CAR-00081,ST-42,pass,
2024-01-01 02:40:54.612902,CAR-00095,ST-26,pass,
2024-01-01 02:40:54.652660,CAR-00107,ST-16,pass,
2024-01-01 02:42:08.536379,CAR-00082,ST-42,pass,
2024-01-01 02:42:15.066706,CAR-00096,ST-26,pass,
2024-01-01 02:42:16.755651,CAR-00108,ST-16,pass,
2024-01-01 02:43:24.558430,CAR-00083,ST-42,pass,
2024-01-01 02:43:26.976616,CAR-00109,ST-16,pass,
2024-01-01 02:43:33.434432,CAR-00097,ST-26,pass,
2024-01-01 02:44:47.899484,CAR-00084,ST-42,pass,
2024-01-01 02:44:51.868518,CAR-00110,ST-16,pass,
2024-01-01 02:45:05.808068,CAR-00098,ST-26,pass,
2024-01-01 02:45:56.271341,CAR-00085,ST-42,pass,
2024-01-01 02:46:05.185952,CAR-00111,ST-16,fail,material_quality
2024-01-01 02:46:17.527547,CAR-00099,ST-26,pass,
2024-01-01 02:47:26.878025,CAR-00086,ST-42,pass,
2024-01-01 02:47:30.610005,CAR-00112,ST-16,pass,
2024-01-01 02:47:38.241012,CAR-00100,ST-26,pass,
2024-01-01 02:48:48.436868,CAR-00101,ST-26,pass,
2024-01-01 02:48:48.775837,CAR-00087,ST-42,pass,
2024-01-01 02:48:58.294862,CAR-00113,ST-16,pass,
2024-01-01 02:50:04.730921,CAR-00114,ST-16,fail,material_quality
2024-01-01 02:50:08.571571,CAR-00088,ST-42,pass,
2024-01-01 02:50:21.054632,CAR-00102,ST-26,pass,
2024-01-01 02:51:25.772776,CAR-00103,ST-26,pass,
2024-01-01 02:51:29.303597,CAR-00089,ST-42,pass,
2024-01-01 02:51:29.472606,CAR-00115,ST-16,pass,
2024-01-01 02:52:36.067381,CAR-00104,ST-26,pass,
2024-01-01 02:52:48.483053,CAR-00090,ST-42,pass,
2024-01-01 02:52:50.603559,CAR-00116,ST-16,pass,
2024-01-01 02:53:59.029590,CAR-00105,ST-26,pass,
2024-01-01 02:54:00.761225,CAR-00091,ST-42,pass,
2024-01-01 02:54:12.607393,CAR-00117,ST-16,pass,
2024-01-01 02:55:14.307448,CAR-00092,ST-42,pass,
2024-01-01 02:55:27.155563,CAR-00106,ST-26,pass,
2024-01-01 02:55:28.793553,CAR-00118,ST-16,pass,
2024-01-01 02:56:36.429736,CAR-00093,ST-42,pass,
2024-01-01 02:56:44.862806,CAR-00107,ST-26,pass,
2024-01-01 02:56:50.681227,CAR-00119,ST-16,pass,
2024-01-01 02:57:51.698923,CAR-00094,ST-42,pass,
2024-01-01 02:58:03.284190,CAR-00108,ST-26,pass,
2024-01-01 02:58:08.219188,CAR-00120,ST-16,pass,
2024-01-01 02:59:07.269243,CAR-00095,ST-42,pass,
2024-01-01 02:59:16.849402,CAR-00109,ST-26,pass,
2024-01-01 02:59:20.952158,CAR-00121,ST-16,pass,
2024-01-01 03:00:35.017229,CAR-00096,ST-42,pass,
2024-01-01 03:00:44.680224,CAR-00110,ST-26,pass,
2024-01-01 03:00:51.131184,CAR-00122,ST-16,pass,
2024-01-01 03:01:47.650198,CAR-00097,ST-42,pass,
2024-01-01 03:01:51.542699,CAR-00111,ST-26,pass,
2024-01-01 03:02:08.533364,CAR-00123,ST-16,pass,
2024-01-01 03:03:17.589693,CAR-00098,ST-42,pass,
2024-01-01 03:03:24.197770,CAR-00112,ST-26,pass,
2024-01-01 03:03:30.379953,CAR-00124,ST-16,pass,
2024-01-01 03:04:27.864268,CAR-00125,ST-16,pass,
2024-01-01 03:04:30.590355,CAR-00099,ST-42,pass,
2024-01-01 03:04:43.740550,CAR-00113,ST-26,pass,
2024-01-01 03:05:54.494167,CAR-00126,ST-16,pass,
2024-01-01 03:05:57.305922,CAR-00114,ST-26,pass,
2024-01-01 03:05:58.793780,CAR-00100,ST-42,pass,
2024-01-01 03:07:03.224136,CAR-00101,ST-42,pass,
2024-01-01 03:07:15.372706,CAR-00127,ST-16,pass,
2024-01-01 03:07:21.292799,CAR-00115,ST-26,pass,
2024-01-01 03:08:34.778375,CAR-00128,ST-16,pass,
2024-01-01 03:08:37.100438,CAR-00102,ST-42,pass,
2024-01-01 03:08:45.072916,CAR-00116,ST-26,pass,
2024-01-01 03:09:47.797692,CAR-00129,ST-16,pass,
2024-01-01 03:09:47.905804,CAR-00103,ST-42,pass,
2024-01-01 03:10:03.500457,CAR-00117,ST-26,pass,
2024-01-01 03:10:50.167010,CAR-00104,ST-42,pass,
2024-01-01 03:11:15.018788,CAR-00130,ST-16,pass,
2024-01-01 03:11:21.665288,CAR-00118,ST-26,pass,
2024-01-01 03:12:21.185225,CAR-00105,ST-42,pass,
2024-01-01 03:12:21.886528,CAR-00131,ST-16,pass,
2024-01-01 03:12:46.603052,CAR-00119,ST-26,pass,
2024-01-01 03:13:37.183071,CAR-00106,ST-42,pass,
2024-01-01 03:13:51.271381,CAR-00132,ST-16,pass,
2024-01-01 03:14:00.543382,CAR-00120,ST-26,pass,
2024-01-01 03:15:00.463158,CAR-00107,ST-42,pass,
2024-01-01 03:15:07.046559,CAR-00121,ST-26,pass,
2024-01-01 03:15:16.846242,CAR-00133,ST-16,pass,
2024-01-01 03:16:17.711880,CAR-00108,ST-42,pass,
2024-01-01 03:16:25.251364,CAR-00134,ST-16,pass,
2024-01-01 03:16:42.546461,CAR-00122,ST-26,pass,
2024-01-01 03:17:33.595116,CAR-00109,ST-42,pass,
2024-01-01 03:17:54.699721,CAR-00135,ST-16,pass,
2024-01-01 03:18:00.614863,CAR-00123,ST-26,pass,
2024-01-01 03:19:00.371965,CAR-00110,ST-42,pass,
2024-01-01 03:19:03.545190,CAR-00136,ST-16,pass,
2024-01-01 03:19:23.710607,CAR-00124,ST-26,pass,
2024-01-01 03:20:01.843120,CAR-00111,ST-42,pass,
2024-01-01 03:20:20.522742,CAR-00125,ST-26,pass,
2024-01-01 03:20:26.113149,CAR-00137,ST-16,pass,
2024-01-01 03:21:34.846052,CAR-00112,ST-42,pass,
2024-01-01 03:21:45.236084,CAR-00138,ST-16,pass,
2024-01-01 03:21:46.599961,CAR-00126,ST-26,pass,
2024-01-01 03:22:53.850216,CAR-00113,ST-42,pass,
2024-01-01 03:22:57.771382,CAR-00127,ST-26,pass,
2024-01-01 03:23:07.952943,CAR-00139,ST-16,pass,
2024-01-01 03:24:12.461417,CAR-00114,ST-42,pass,
2024-01-01 03:24:23.248160,CAR-00140,ST-16,pass,
2024-01-01 03:24:23.422590,CAR-00128,ST-26,pass,
2024-01-01 03:25:40.042861,CAR-00115,ST-42,pass,
2024-01-01 03:25:40.459248,CAR-00129,ST-26,pass,
2024-01-01 03:25:48.241183,CAR-00141,ST-16,pass,
2024-01-01 03:26:57.145686,CAR-00116,ST-42,pass,
2024-01-01 03:27:01.506063,CAR-00142,ST-16,pass,
2024-01-01 03:27:12.079643,CAR-00130,ST-26,pass,
2024-01-01 03:28:08.191731,CAR-00117,ST-42,pass,
2024-01-01 03:28:16.134479,CAR-00131,ST-26,pass,
2024-01-01 03:28:21.657106,CAR-00143,ST-16,pass,
2024-01-01 03:29:38.477880,CAR-00118,ST-42,pass,
2024-01-01 03:29:38.708520,CAR-00144,ST-16,pass,
2024-01-01 03:29:45.620471,CAR-00132,ST-26,pass,
2024-01-01 03:30:54.569462,CAR-00119,ST-42,pass,
2024-01-01 03:30:54.887293,CAR-00145,ST-16,pass,
2024-01-01 03:31:11.353164,CAR-00133,ST-26,pass,
2024-01-01 03:32:04.671605,CAR-00146,ST-16,pass,
2024-01-01 03:32:12.089004,CAR-00120,ST-42,pass,
2024-01-01 03:32:15.531460,CAR-00134,ST-26,pass,
2024-01-01 03:33:19.108091,CAR-00121,ST-42,pass,
2024-01-01 03:33:31.667777,CAR-00147,ST-16,pass,
2024-01-01 03:33:48.535255,CAR-00135,ST-26,pass,
2024-01-01 03:34:48.046588,CAR-00136,ST-26,pass,
2024-01-01 03:34:58.376570,CAR-00148,ST-16,pass,
2024-01-01 03:35:03.913367,CAR-00122,ST-42,pass,
2024-01-01 03:36:07.707343,CAR-00123,ST-42,pass,
2024-01-01 03:36:10.100093,CAR-00149,ST-16,pass,
2024-01-01 03:36:20.476193,CAR-00137,ST-26,pass,
2024-01-01 03:37:33.139539,CAR-00138,ST-26,pass,
2024-01-01 03:37:35.815286,CAR-00150,ST-16,pass,
2024-01-01 03:37:41.695054,CAR-00124,ST-42,pass,
2024-01-01 03:38:37.639450,CAR-00125,ST-42,pass,
2024-01-01 03:38:52.163544,CAR-00151,ST-16,pass,
2024-01-01 03:39:00.579558,CAR-00139,ST-26,pass,
2024-01-01 03:39:54.261666,CAR-00126,ST-42,pass,
2024-01-01 03:40:10.083237,CAR-00140,ST-26,pass,
2024-01-01 03:40:10.396327,CAR-00152,ST-16,pass,
2024-01-01 03:41:17.938626,CAR-00127,ST-42,pass,
2024-01-01 03:41:32.452344,CAR-00153,ST-16,pass,
2024-01-01 03:41:45.489760,CAR-00141,ST-26,pass,
2024-01-01 03:42:39.145144,CAR-00128,ST-42,pass,
2024-01-01 03:42:43.476270,CAR-00154,ST-16,pass,
2024-01-01 03:42:49.438732,CAR-00142,ST-26,pass,
2024-01-01 03:43:53.928793,CAR-00129,ST-42,pass,
2024-01-01 03:44:02.815753,CAR-00155,ST-16,pass,
2024-01-01 03:44:11.178161,CAR-00143,ST-26,pass,
