timestamp,car_id,station_id,sensor_id,quantity,value,acquisition_mode
2024-01-01 00:07:49.956768,CAR-00000,ST-07,ST-07-SEN-1,torque,22.886,instrumented
2024-01-01 00:07:49.956768,CAR-00000,ST-07,ST-07-SEN-2,vibration,24.154,instrumented
2024-01-01 00:07:54.000000,CAR-00006,ST-01,ST-01-MANUAL-torque_nm,torque_nm,14.5,manual
2024-01-01 00:07:58.551557,CAR-00002,ST-05,ST-05-SEN-1,vibration,19.815,instrumented
2024-01-01 00:07:58.551557,CAR-00002,ST-05,ST-05-SEN-2,thermal,19.213,instrumented
2024-01-01 00:08:03.317393,CAR-00001,ST-06,ST-06-SEN-1,thermal,21.581,mixed
2024-01-01 00:08:03.317393,CAR-00001,ST-06,ST-06-SEN-2,torque,20.371,mixed
2024-01-01 00:09:04.548860,CAR-00005,ST-03,ST-03-MANUAL-torque_nm,torque_nm,16.5,manual
2024-01-01 00:09:07.556297,CAR-00006,ST-02,ST-02-MANUAL-torque_nm,torque_nm,16.0,manual
2024-01-01 00:09:09.564285,CAR-00004,ST-04,ST-04-MANUAL-torque_nm,torque_nm,18.0,manual
2024-01-01 00:09:11.361177,CAR-00000,ST-08,ST-08-SEN-1,vibration,21.365,instrumented
2024-01-01 00:09:11.361177,CAR-00000,ST-08,ST-08-SEN-2,thermal,22.779,instrumented
2024-01-01 00:09:16.789204,CAR-00003,ST-05,ST-05-SEN-1,vibration,20.504,instrumented
2024-01-01 00:09:16.789204,CAR-00003,ST-05,ST-05-SEN-2,thermal,19.64,instrumented
2024-01-01 00:09:17.636497,CAR-00001,ST-07,ST-07-SEN-1,torque,21.166,instrumented
2024-01-01 00:09:17.636497,CAR-00001,ST-07,ST-07-SEN-2,vibration,20.921,instrumented
2024-01-01 00:09:18.118704,CAR-00002,ST-06,ST-06-SEN-1,thermal,21.174,mixed
2024-01-01 00:09:18.118704,CAR-00002,ST-06,ST-06-SEN-2,torque,21.414,mixed
2024-01-01 00:10:24.073649,CAR-00006,ST-03,ST-03-MANUAL-torque_nm,torque_nm,17.0,manual
2024-01-01 00:10:24.576336,CAR-00007,ST-02,ST-02-MANUAL-torque_nm,torque_nm,16.0,manual
2024-01-01 00:10:32.000000,CAR-00008,ST-01,ST-01-MANUAL-torque_nm,torque_nm,15.0,manual
2024-01-01 00:10:32.444482,CAR-00002,ST-07,ST-07-SEN-1,torque,22.555,instrumented
2024-01-01 00:10:32.444482,CAR-00002,ST-07,ST-07-SEN-2,vibration,21.993,instrumented
2024-01-01 00:10:35.728750,CAR-00004,ST-05,ST-05-SEN-1,vibration,20.41,instrumented
2024-01-01 00:10:35.728750,CAR-00004,ST-05,ST-05-SEN-2,thermal,20.082,instrumented
2024-01-01 00:10:36.283335,CAR-00000,ST-09,ST-09-SEN-1,thermal,22.09,instrumented
2024-01-01 00:10:36.283335,CAR-00000,ST-09,ST-09-SEN-2,torque,24.352,instrumented
2024-01-01 00:10:36.754886,CAR-00001,ST-08,ST-08-SEN-1,vibration,21.999,instrumented
2024-01-01 00:10:36.754886,CAR-00001,ST-08,ST-08-SEN-2,thermal,23.184,instrumented
2024-01-01 00:10:38.791493,CAR-00003,ST-06,ST-06-SEN-1,thermal,20.048,mixed
2024-01-01 00:10:38.791493,CAR-00003,ST-06,ST-06-SEN-2,torque,20.976,mixed
2024-01-01 00:11:42.269044,CAR-00007,ST-03,ST-03-MANUAL-torque_nm,torque_nm,17.0,manual
2024-01-01 00:11:47.887281,CAR-00006,ST-04,ST-04-MANUAL-torque_nm,torque_nm,17.5,manual
2024-01-01 00:11:51.000000,CAR-00009,ST-01,ST-01-MANUAL-torque_nm,torque_nm,15.0,manual
2024-01-01 00:11:52.442819,CAR-00003,ST-07,ST-07-SEN-1,torque,21.294,instrumented
2024-01-01 00:11:52.442819,CAR-00003,ST-07,ST-07-SEN-2,vibration,21.223,instrumented
2024-01-01 00:11:53.811602,CAR-00002,ST-08,ST-08-SEN-1,vibration,23.023,instrumented
2024-01-01 00:11:53.811602,CAR-00002,ST-08,ST-08-SEN-2,thermal,22.695,instrumented
2024-01-01 00:11:54.126886,CAR-00005,ST-05,ST-05-SEN-1,vibration,20.645,instrumented
2024-01-01 00:11:54.126886,CAR-00005,ST-05,ST-05-SEN-2,thermal,19.129,instrumented
2024-01-01 00:11:54.590953,CAR-00004,ST-06,ST-06-SEN-1,thermal,21.056,mixed
2024-01-01 00:11:54.590953,CAR-00004,ST-06,ST-06-SEN-2,torque,21.865,mixed
2024-01-01 00:11:55.334341,CAR-00000,ST-10,ST-10-SEN-1,torque,22.466,instrumented
2024-01-01 00:11:55.334341,CAR-00000,ST-10,ST-10-SEN-2,vibration,24.736,instrumented
2024-01-01 00:12:01.961224,CAR-00001,ST-09,ST-09-SEN-1,thermal,22.874,instrumented
2024-01-01 00:12:01.961224,CAR-00001,ST-09,ST-09-SEN-2,torque,22.94,instrumented
2024-01-01 00:13:01.457079,CAR-00009,ST-02,ST-02-MANUAL-torque_nm,torque_nm,16.0,manual
2024-01-01 00:13:01.802130,CAR-00008,ST-03,ST-03-MANUAL-torque_nm,torque_nm,16.0,manual
2024-01-01 00:13:04.489918,CAR-00007,ST-04,ST-04-MANUAL-torque_nm,torque_nm,18.0,manual
2024-01-01 00:13:10.000000,CAR-00010,ST-01,ST-01-MANUAL-torque_nm,torque_nm,15.5,manual
2024-01-01 00:13:10.502147,CAR-00004,ST-07,ST-07-SEN-1,torque,21.944,instrumented
2024-01-01 00:13:10.502147,CAR-00004,ST-07,ST-07-SEN-2,vibration,21.081,instrumented
2024-01-01 00:13:12.136016,CAR-00003,ST-08,ST-08-SEN-1,vibration,22.431,instrumented
2024-01-01 00:13:12.136016,CAR-00003,ST-08,ST-08-SEN-2,thermal,23.363,instrumented
2024-01-01 00:13:14.191501,CAR-00005,ST-06,ST-06-SEN-1,thermal,21.212,mixed
2024-01-01 00:13:14.191501,CAR-00005,ST-06,ST-06-SEN-2,torque,22.027,mixed
2024-01-01 00:13:14.855974,CAR-00006,ST-05,ST-05-SEN-1,vibration,19.007,instrumented
2024-01-01 00:13:14.855974,CAR-00006,ST-05,ST-05-SEN-2,thermal,21.251,instrumented
2024-01-01 00:13:19.300246,CAR-00000,ST-11,ST-11-SEN-1,vibration,25.953,instrumented
2024-01-01 00:13:19.300246,CAR-00000,ST-11,ST-11-SEN-2,thermal,26.283,instrumented
2024-01-01 00:13:19.393882,CAR-00002,ST-09,ST-09-SEN-1,thermal,24.006,instrumented
2024-01-01 00:13:19.393882,CAR-00002,ST-09,ST-09-SEN-2,torque,24.097,instrumented
2024-01-01 00:13:20.204303,CAR-00001,ST-10,ST-10-SEN-1,torque,25.206,instrumented
2024-01-01 00:13:20.204303,CAR-00001,ST-10,ST-10-SEN-2,vibration,25.029,instrumented
2024-01-01 00:14:18.151048,CAR-00009,ST-03,ST-03-MANUAL-torque_nm,torque_nm,17.0,manual
2024-01-01 00:14:21.106515,CAR-00010,ST-02,ST-02-MANUAL-torque_nm,torque_nm,16.0,manual
2024-01-01 00:14:22.515445,CAR-00008,ST-04,ST-04-MANUAL-torque_nm,torque_nm,18.0,manual
2024-01-01 00:14:28.531990,CAR-00004,ST-08,ST-08-SEN-1,vibration,22.256,instrumented
2024-01-01 00:14:28.531990,CAR-00004,ST-08,ST-08-SEN-2,thermal,22.621,instrumented
2024-01-01 00:14:30.101292,CAR-00005,ST-07,ST-07-SEN-1,torque,20.916,instrumented
2024-01-01 00:14:30.101292,CAR-00005,ST-07,ST-07-SEN-2,vibration,22.014,instrumented
2024-01-01 00:14:33.122986,CAR-00006,ST-06,ST-06-SEN-1,thermal,22.07,mixed
2024-01-01 00:14:33.122986,CAR-00006,ST-06,ST-06-SEN-2,torque,20.737,mixed
2024-01-01 00:14:33.727895,CAR-00007,ST-05,ST-05-SEN-1,vibration,20.011,instrumented
2024-01-01 00:14:33.727895,CAR-00007,ST-05,ST-05-SEN-2,thermal,20.865,instrumented
2024-01-01 00:14:35.150828,CAR-00000,ST-12,ST-12-SEN-1,thermal,26.88,instrumented
2024-01-01 00:14:35.150828,CAR-00000,ST-12,ST-12-SEN-2,torque,27.397,instrumented
2024-01-01 00:14:38.475923,CAR-00003,ST-09,ST-09-SEN-1,thermal,24.212,instrumented
2024-01-01 00:14:38.475923,CAR-00003,ST-09,ST-09-SEN-2,torque,24.926,instrumented
2024-01-01 00:14:39.287916,CAR-00002,ST-10,ST-10-SEN-1,torque,25.152,instrumented
2024-01-01 00:14:39.287916,CAR-00002,ST-10,ST-10-SEN-2,vibration,25.509,instrumented
2024-01-01 00:14:41.514041,CAR-00001,ST-11,ST-11-SEN-1,vibration,25.883,instrumented
2024-01-01 00:14:41.514041,CAR-00001,ST-11,ST-11-SEN-2,thermal,25.196,instrumented
2024-01-01 00:15:37.689796,CAR-00010,ST-03,ST-03-MANUAL-torque_nm,torque_nm,16.5,manual
2024-01-01 00:15:40.989810,CAR-00011,ST-02,ST-02-MANUAL-torque_nm,torque_nm,16.0,manual
2024-01-01 00:15:42.392252,CAR-00009,ST-04,ST-04-MANUAL-torque_nm,torque_nm,18.0,manual
2024-01-01 00:15:45.920883,CAR-00006,ST-07,ST-07-SEN-1,torque,21.785,instrumented
2024-01-01 00:15:45.920883,CAR-00006,ST-07,ST-07-SEN-2,vibration,23.194,instrumented
2024-01-01 00:15:48.000000,CAR-00012,ST-01,ST-01-MANUAL-torque_nm,torque_nm,15.5,manual
2024-01-01 00:15:50.716416,CAR-00005,ST-08,ST-08-SEN-1,vibration,23.459,instrumented
2024-01-01 00:15:50.716416,CAR-00005,ST-08,ST-08-SEN-2,thermal,23.373,instrumented
2024-01-01 00:15:50.763099,CAR-00008,ST-05,ST-05-SEN-1,vibration,20.708,instrumented
2024-01-01 00:15:50.763099,CAR-00008,ST-05,ST-05-SEN-2,thermal,19.699,instrumented
2024-01-01 00:15:52.952049,CAR-00004,ST-09,ST-09-SEN-1,thermal,22.62,instrumented
2024-01-01 00:15:52.952049,CAR-00004,ST-09,ST-09-SEN-2,torque,22.732,instrumented
2024-01-01 00:15:53.881153,CAR-00007,ST-06,ST-06-SEN-1,thermal,22.043,mixed
2024-01-01 00:15:53.881153,CAR-00007,ST-06,ST-06-SEN-2,torque,22.738,mixed
2024-01-01 00:15:57.839066,CAR-00003,ST-10,ST-10-SEN-1,torque,24.162,instrumented
2024-01-01 00:15:57.839066,CAR-00003,ST-10,ST-10-SEN-2,vibration,23.93,instrumented
2024-01-01 00:15:58.723173,CAR-00000,ST-13,ST-13-SEN-1,torque,26.864,instrumented
2024-01-01 00:15:58.723173,CAR-00000,ST-13,ST-13-SEN-2,vibration,28.278,instrumented
2024-01-01 00:16:00.080670,CAR-00001,ST-12,ST-12-SEN-1,thermal,27.332,instrumented
2024-01-01 00:16:00.080670,CAR-00001,ST-12,ST-12-SEN-2,torque,27.455,instrumented
2024-01-01 00:16:01.898847,CAR-00002,ST-11,ST-11-SEN-1,vibration,26.901,instrumented
2024-01-01 00:16:01.898847,CAR-00002,ST-11,ST-11-SEN-2,thermal,25.198,instrumented
2024-01-01 00:16:57.162535,CAR-00011,ST-03,ST-03-MANUAL-torque_nm,torque_nm,16.5,manual
2024-01-01 00:17:00.572429,CAR-00010,ST-04,ST-04-MANUAL-torque_nm,torque_nm,18.0,manual
2024-01-01 00:17:00.942568,CAR-00012,ST-02,ST-02-MANUAL-torque_nm,torque_nm,16.5,manual
2024-01-01 00:17:07.000000,CAR-00013,ST-01,ST-01-MANUAL-torque_nm,torque_nm,15.0,manual
2024-01-01 00:17:08.130272,CAR-00007,ST-07,ST-07-SEN-1,torque,21.411,instrumented
2024-01-01 00:17:08.130272,CAR-00007,ST-07,ST-07-SEN-2,vibration,22.479,instrumented
2024-01-01 00:17:08.211328,CAR-00004,ST-10,ST-10-SEN-1,torque,24.102,instrumented
2024-01-01 00:17:08.211328,CAR-00004,ST-10,ST-10-SEN-2,vibration,22.819,instrumented
2024-01-01 00:17:08.471713,CAR-00006,ST-08,ST-08-SEN-1,vibration,23.833,instrumented
2024-01-01 00:17:08.471713,CAR-00006,ST-08,ST-08-SEN-2,thermal,24.217,instrumented
2024-01-01 00:17:10.164704,CAR-00009,ST-05,ST-05-SEN-1,vibration,20.608,instrumented
2024-01-01 00:17:10.164704,CAR-00009,ST-05,ST-05-SEN-2,thermal,20.906,instrumented
2024-01-01 00:17:10.170286,CAR-00008,ST-06,ST-06-SEN-1,thermal,20.985,mixed
2024-01-01 00:17:10.170286,CAR-00008,ST-06,ST-06-SEN-2,torque,21.14,mixed
2024-01-01 00:17:15.352098,CAR-00000,ST-14,ST-14-SEN-1,vibration,28.227,instrumented
2024-01-01 00:17:15.352098,CAR-00000,ST-14,ST-14-SEN-2,thermal,29.209,instrumented
2024-01-01 00:17:17.521824,CAR-00005,ST-09,ST-09-SEN-1,thermal,24.123,instrumented
2024-01-01 00:17:17.521824,CAR-00005,ST-09,ST-09-SEN-2,torque,23.814,instrumented
2024-01-01 00:17:19.443000,CAR-00002,ST-12,ST-12-SEN-1,thermal,27.376,instrumented
2024-01-01 00:17:19.443000,CAR-00002,ST-12,ST-12-SEN-2,torque,27.853,instrumented
2024-01-01 00:17:22.101493,CAR-00003,ST-11,ST-11-SEN-1,vibration,24.333,instrumented
2024-01-01 00:17:22.101493,CAR-00003,ST-11,ST-11-SEN-2,thermal,26.041,instrumented
2024-01-01 00:17:23.507599,CAR-00001,ST-13,ST-13-SEN-1,torque,28.36,instrumented
2024-01-01 00:17:23.507599,CAR-00001,ST-13,ST-13-SEN-2,vibration,28.303,instrumented
2024-01-01 00:18:16.824804,CAR-00012,ST-03,ST-03-MANUAL-torque_nm,torque_nm,17.0,manual
2024-01-01 00:18:19.227320,CAR-00013,ST-02,ST-02-MANUAL-torque_nm,torque_nm,16.0,manual
2024-01-01 00:18:22.851690,CAR-00008,ST-07,ST-07-SEN-1,torque,21.118,instrumented
2024-01-01 00:18:22.851690,CAR-00008,ST-07,ST-07-SEN-2,vibration,21.425,instrumented
2024-01-01 00:18:26.000000,CAR-00014,ST-01,ST-01-MANUAL-torque_nm,torque_nm,15.5,manual
2024-01-01 00:18:26.956318,CAR-00010,ST-05,ST-05-SEN-1,vibration,18.113,instrumented
2024-01-01 00:18:26.956318,CAR-00010,ST-05,ST-05-SEN-2,thermal,20.689,instrumented
2024-01-01 00:18:27.013439,CAR-00007,ST-08,ST-08-SEN-1,vibration,23.248,instrumented
2024-01-01 00:18:27.013439,CAR-00007,ST-08,ST-08-SEN-2,thermal,21.862,instrumented
2024-01-01 00:18:28.304069,CAR-00004,ST-11,ST-11-SEN-1,vibration,24.661,instrumented
2024-01-01 00:18:28.304069,CAR-00004,ST-11,ST-11-SEN-2,thermal,26.937,instrumented
2024-01-01 00:18:29.665385,CAR-00009,ST-06,ST-06-SEN-1,thermal,21.29,mixed
2024-01-01 00:18:29.665385,CAR-00009,ST-06,ST-06-SEN-2,torque,20.291,mixed
2024-01-01 00:18:32.992907,CAR-00006,ST-09,ST-09-SEN-1,thermal,23.929,instrumented
2024-01-01 00:18:32.992907,CAR-00006,ST-09,ST-09-SEN-2,torque,23.567,instrumented
2024-01-01 00:18:36.648467,CAR-00005,ST-10,ST-10-SEN-1,torque,24.509,instrumented
2024-01-01 00:18:36.648467,CAR-00005,ST-10,ST-10-SEN-2,vibration,23.859,instrumented
2024-01-01 00:18:36.999663,CAR-00000,ST-15,ST-15-SEN-1,thermal,29.589,instrumented
2024-01-01 00:18:36.999663,CAR-00000,ST-15,ST-15-SEN-2,torque,29.276,instrumented
2024-01-01 00:18:39.145311,CAR-00003,ST-12,ST-12-SEN-1,thermal,27.236,instrumented
2024-01-01 00:18:39.145311,CAR-00003,ST-12,ST-12-SEN-2,torque,26.767,instrumented
2024-01-01 00:18:40.450514,CAR-00001,ST-14,ST-14-SEN-1,vibration,29.688,instrumented
2024-01-01 00:18:40.450514,CAR-00001,ST-14,ST-14-SEN-2,thermal,28.237,instrumented
2024-01-01 00:18:41.857516,CAR-00002,ST-13,ST-13-SEN-1,torque,29.59,instrumented
2024-01-01 00:18:41.857516,CAR-00002,ST-13,ST-13-SEN-2,vibration,28.384,instrumented
2024-01-01 00:19:35.412782,CAR-00013,ST-03,ST-03-MANUAL-torque_nm,torque_nm,17.0,manual
2024-01-01 00:19:38.982428,CAR-00014,ST-02,ST-02-MANUAL-torque_nm,torque_nm,15.5,manual
2024-01-01 00:19:41.633890,CAR-00012,ST-04,ST-04-MANUAL-torque_nm,torque_nm,18.0,manual
2024-01-01 00:19:43.599042,CAR-00008,ST-08,ST-08-SEN-1,vibration,22.896,instrumented
2024-01-01 00:19:43.599042,CAR-00008,ST-08,ST-08-SEN-2,thermal,24.36,instrumented
2024-01-01 00:19:44.812431,CAR-00009,ST-07,ST-07-SEN-1,torque,20.944,instrumented
2024-01-01 00:19:44.812431,CAR-00009,ST-07,ST-07-SEN-2,vibration,22.842,instrumented
2024-01-01 00:19:45.000000,CAR-00015,ST-01,ST-01-MANUAL-torque_nm,torque_nm,15.0,manual
2024-01-01 00:19:46.629823,CAR-00011,ST-05,ST-05-SEN-1,vibration,19.295,instrumented
2024-01-01 00:19:46.629823,CAR-00011,ST-05,ST-05-SEN-2,thermal,19.571,instrumented
2024-01-01 00:19:47.476747,CAR-00010,ST-06,ST-06-SEN-1,thermal,21.298,mixed
2024-01-01 00:19:47.476747,CAR-00010,ST-06,ST-06-SEN-2,torque,19.925,mixed
2024-01-01 00:19:48.227409,CAR-00004,ST-12,ST-12-SEN-1,thermal,26.185,instrumented
2024-01-01 00:19:48.227409,CAR-00004,ST-12,ST-12-SEN-2,torque,27.062,instrumented
2024-01-01 00:19:51.664673,CAR-00007,ST-09,ST-09-SEN-1,thermal,22.857,instrumented
2024-01-01 00:19:51.664673,CAR-00007,ST-09,ST-09-SEN-2,torque,23.09,instrumented
2024-01-01 00:19:51.860432,CAR-00006,ST-10,ST-10-SEN-1,torque,24.551,instrumented
2024-01-01 00:19:51.860432,CAR-00006,ST-10,ST-10-SEN-2,vibration,25.563,instrumented
2024-01-01 00:19:58.821099,CAR-00005,ST-11,ST-11-SEN-1,vibration,26.39,instrumented
2024-01-01 00:19:58.821099,CAR-00005,ST-11,ST-11-SEN-2,thermal,25.044,instrumented
2024-01-01 00:20:00.243126,CAR-00002,ST-14,ST-14-SEN-1,vibration,29.475,instrumented
2024-01-01 00:20:00.243126,CAR-00002,ST-14,ST-14-SEN-2,thermal,29.001,instrumented
2024-01-01 00:20:01.115755,CAR-00001,ST-15,ST-15-SEN-1,thermal,30.709,instrumented
2024-01-01 00:20:01.115755,CAR-00001,ST-15,ST-15-SEN-2,torque,29.398,instrumented
2024-01-01 00:20:01.765179,CAR-00000,ST-16,ST-16-SEN-1,torque,31.283,instrumented
2024-01-01 00:20:01.765179,CAR-00000,ST-16,ST-16-SEN-2,vibration,31.011,instrumented
2024-01-01 00:20:03.941799,CAR-00003,ST-13,ST-13-SEN-1,torque,28.298,instrumented
2024-01-01 00:20:03.941799,CAR-00003,ST-13,ST-13-SEN-2,vibration,27.763,instrumented
2024-01-01 00:20:54.906765,CAR-00014,ST-03,ST-03-MANUAL-torque_nm,torque_nm,17.0,manual
2024-01-01 00:20:55.498443,CAR-00013,ST-04,ST-04-MANUAL-torque_nm,torque_nm,17.5,manual
2024-01-01 00:20:58.417193,CAR-00015,ST-02,ST-02-MANUAL-torque_nm,torque_nm,16.0,manual
2024-01-01 00:21:02.332437,CAR-00010,ST-07,ST-07-SEN-1,torque,21.764,instrumented
2024-01-01 00:21:02.332437,CAR-00010,ST-07,ST-07-SEN-2,vibration,22.581,instrumented
2024-01-01 00:21:06.663269,CAR-00009,ST-08,ST-08-SEN-1,vibration,23.761,instrumented
2024-01-01 00:21:06.663269,CAR-00009,ST-08,ST-08-SEN-2,thermal,22.224,instrumented
2024-01-01 00:21:06.728797,CAR-00012,ST-05,ST-05-SEN-1,vibration,20.645,instrumented
2024-01-01 00:21:06.728797,CAR-00012,ST-05,ST-05-SEN-2,thermal,19.686,instrumented
2024-01-01 00:21:07.215309,CAR-00011,ST-06,ST-06-SEN-1,thermal,20.579,mixed
2024-01-01 00:21:07.215309,CAR-00011,ST-06,ST-06-SEN-2,torque,21.766,mixed
2024-01-01 00:21:08.814315,CAR-00008,ST-09,ST-09-SEN-1,thermal,25.32,instrumented
2024-01-01 00:21:08.814315,CAR-00008,ST-09,ST-09-SEN-2,torque,22.453,instrumented
2024-01-01 00:21:10.996649,CAR-00004,ST-13,ST-13-SEN-1,torque,28.391,instrumented
2024-01-01 00:21:10.996649,CAR-00004,ST-13,ST-13-SEN-2,vibration,29.133,instrumented
2024-01-01 00:21:11.976396,CAR-00007,ST-10,ST-10-SEN-1,torque,26.056,instrumented
2024-01-01 00:21:11.976396,CAR-00007,ST-10,ST-10-SEN-2,vibration,24.88,instrumented
2024-01-01 00:21:13.865565,CAR-00006,ST-11,ST-11-SEN-1,vibration,27.205,instrumented
2024-01-01 00:21:13.865565,CAR-00006,ST-11,ST-11-SEN-2,thermal,26.191,instrumented
2024-01-01 00:21:14.737205,CAR-00005,ST-12,ST-12-SEN-1,thermal,26.599,instrumented
2024-01-01 00:21:14.737205,CAR-00005,ST-12,ST-12-SEN-2,torque,26.488,instrumented
2024-01-01 00:21:19.502289,CAR-00002,ST-15,ST-15-SEN-1,thermal,31.545,instrumented
2024-01-01 00:21:19.502289,CAR-00002,ST-15,ST-15-SEN-2,torque,32.216,instrumented
2024-01-01 00:21:21.113738,CAR-00003,ST-14,ST-14-SEN-1,vibration,29.0,instrumented
2024-01-01 00:21:21.113738,CAR-00003,ST-14,ST-14-SEN-2,thermal,28.998,instrumented
2024-01-01 00:21:29.261622,CAR-00001,ST-16,ST-16-SEN-1,torque,30.978,instrumented
2024-01-01 00:21:29.261622,CAR-00001,ST-16,ST-16-SEN-2,vibration,30.344,instrumented
2024-01-01 00:21:46.486254,CAR-00000,ST-17,ST-17-MANUAL-coat_thickness_um,coat_thickness_um,31.0,manual
2024-01-01 00:22:15.255824,CAR-00015,ST-03,ST-03-MANUAL-torque_nm,torque_nm,17.0,manual
2024-01-01 00:22:20.551386,CAR-00013,ST-05,ST-05-SEN-1,vibration,19.651,instrumented
2024-01-01 00:22:20.551386,CAR-00013,ST-05,ST-05-SEN-2,thermal,21.207,instrumented
2024-01-01 00:22:22.957716,CAR-00011,ST-07,ST-07-SEN-1,torque,21.487,instrumented
2024-01-01 00:22:22.957716,CAR-00011,ST-07,ST-07-SEN-2,vibration,21.608,instrumented
2024-01-01 00:22:23.000000,CAR-00017,ST-01,ST-01-MANUAL-torque_nm,torque_nm,14.5,manual
2024-01-01 00:22:23.834361,CAR-00010,ST-08,ST-08-SEN-1,vibration,22.134,instrumented
2024-01-01 00:22:23.834361,CAR-00010,ST-08,ST-08-SEN-2,thermal,24.046,instrumented
2024-01-01 00:22:26.115541,CAR-00012,ST-06,ST-06-SEN-1,thermal,21.217,mixed
2024-01-01 00:22:26.115541,CAR-00012,ST-06,ST-06-SEN-2,torque,21.21,mixed
2024-01-01 00:22:29.468497,CAR-00008,ST-10,ST-10-SEN-1,torque,25.738,instrumented
2024-01-01 00:22:29.468497,CAR-00008,ST-10,ST-10-SEN-2,vibration,23.883,instrumented
2024-01-01 00:22:29.791224,CAR-00004,ST-14,ST-14-SEN-1,vibration,28.162,instrumented
2024-01-01 00:22:29.791224,CAR-00004,ST-14,ST-14-SEN-2,thermal,27.535,instrumented
2024-01-01 00:22:33.279654,CAR-00006,ST-12,ST-12-SEN-1,thermal,26.165,instrumented
2024-01-01 00:22:33.279654,CAR-00006,ST-12,ST-12-SEN-2,torque,25.607,instrumented
2024-01-01 00:22:33.402877,CAR-00009,ST-09,ST-09-SEN-1,thermal,23.056,instrumented
2024-01-01 00:22:33.402877,CAR-00009,ST-09,ST-09-SEN-2,torque,22.965,instrumented
2024-01-01 00:22:36.011760,CAR-00007,ST-11,ST-11-SEN-1,vibration,25.389,instrumented
2024-01-01 00:22:36.011760,CAR-00007,ST-11,ST-11-SEN-2,thermal,25.066,instrumented
2024-01-01 00:22:36.663439,CAR-00005,ST-13,ST-13-SEN-1,torque,26.936,instrumented
2024-01-01 00:22:36.663439,CAR-00005,ST-13,ST-13-SEN-2,vibration,27.479,instrumented
2024-01-01 00:22:43.448463,CAR-00003,ST-15,ST-15-SEN-1,thermal,30.09,instrumented
2024-01-01 00:22:43.448463,CAR-00003,ST-15,ST-15-SEN-2,torque,30.489,instrumented
2024-01-01 00:22:45.289838,CAR-00002,ST-16,ST-16-SEN-1,torque,30.484,instrumented
2024-01-01 00:22:45.289838,CAR-00002,ST-16,ST-16-SEN-2,vibration,30.976,instrumented
2024-01-01 00:23:33.898428,CAR-00017,ST-02,ST-02-MANUAL-torque_nm,torque_nm,16.0,manual
2024-01-01 00:23:35.011072,CAR-00016,ST-03,ST-03-MANUAL-torque_nm,torque_nm,16.5,manual
2024-01-01 00:23:35.736096,CAR-00015,ST-04,ST-04-MANUAL-torque_nm,torque_nm,18.5,manual
2024-01-01 00:23:39.863633,CAR-00013,ST-06,ST-06-SEN-1,thermal,20.103,mixed
2024-01-01 00:23:39.863633,CAR-00013,ST-06,ST-06-SEN-2,torque,19.537,mixed
